,NAME,ARTIST,ALBUM,RELEASE_DATE,DURATION_MS,EXPLICIT,POPULARITY,DANCEABILITY,ENERGY,KEY,LOUDNESS,MODE,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,TYPE,ID,URI,TRACK_HREF,ANALYSIS_URL,TIME_SIGNATURE
18,360,Charli xcx,BRAT,2024-06-07,133805,True,87,0.857,0.62,0,-8.13,1,0.0472,0.646,0.244,0.0934,0.796,120.042,audio_features,4w2GLmK2wnioVnb5CPQeex,spotify:track:4w2GLmK2wnioVnb5CPQeex,https://api.spotify.com/v1/tracks/4w2GLmK2wnioVnb5CPQeex,https://api.spotify.com/v1/audio-analysis/4w2GLmK2wnioVnb5CPQeex,4
19,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,228965,False,91,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,audio_features,2OzhQlSqBEmt7hmkYxfT6m,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m,https://api.spotify.com/v1/audio-analysis/2OzhQlSqBEmt7hmkYxfT6m,4
20,Feather,Sabrina Carpenter,emails i can’t send fwd:,2023-03-17,185552,True,89,0.791,0.694,6,-4.332,0,0.0335,0.0736,1.75e-06,0.0958,0.826,123.508,audio_features,2Zo1PcszsT9WQ0ANntJbID,spotify:track:2Zo1PcszsT9WQ0ANntJbID,https://api.spotify.com/v1/tracks/2Zo1PcszsT9WQ0ANntJbID,https://api.spotify.com/v1/audio-analysis/2Zo1PcszsT9WQ0ANntJbID,4
21,Beautiful Things,Benson Boone,Fireworks & Rollerblades,2024-04-05,180304,False,91,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,audio_features,3xkHsmpQCBMytMJNiDf3Ii,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii,3
22,Casual,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,232796,True,85,0.508,0.411,1,-6.95,1,0.0269,0.226,0.0,0.0571,0.34,131.008,audio_features,3WSOUb3U7tqURbBSgZTrZX,spotify:track:3WSOUb3U7tqURbBSgZTrZX,https://api.spotify.com/v1/tracks/3WSOUb3U7tqURbBSgZTrZX,https://api.spotify.com/v1/audio-analysis/3WSOUb3U7tqURbBSgZTrZX,4
23,Pour Me A Drink (Feat. Blake Shelton),Post Malone,Pour Me A Drink,2024-06-21,195122,False,85,0.577,0.904,11,-3.817,1,0.033,0.0018,0.0,0.308,0.861,119.033,audio_features,5ZLL6wYXeqg0k35ZkDRfhZ,spotify:track:5ZLL6wYXeqg0k35ZkDRfhZ,https://api.spotify.com/v1/tracks/5ZLL6wYXeqg0k35ZkDRfhZ,https://api.spotify.com/v1/audio-analysis/5ZLL6wYXeqg0k35ZkDRfhZ,4
24,Sweater Weather,The Neighbourhood,I Love You.,2013-04-19,240400,False,90,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,4
25,Too Sweet,Hozier,Unheard,2024-03-22,251424,False,83,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,audio_features,4IadxL6BUymXlh8RCJJu7T,spotify:track:4IadxL6BUymXlh8RCJJu7T,https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T,https://api.spotify.com/v1/audio-analysis/4IadxL6BUymXlh8RCJJu7T,4
26,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,261466,False,89,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,audio_features,3QaPy1KgI7nu9FJEQUgn6h,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h,https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h,4
27,Wind Up Missin’ You,Tucker Wetmore,Wind Up Missin’ You,2024-03-29,166040,True,83,0.572,0.722,6,-5.818,1,0.0363,0.512,1.12e-06,0.124,0.636,171.857,audio_features,7iQMm50NNwlUIRWhONZR2k,spotify:track:7iQMm50NNwlUIRWhONZR2k,https://api.spotify.com/v1/tracks/7iQMm50NNwlUIRWhONZR2k,https://api.spotify.com/v1/audio-analysis/7iQMm50NNwlUIRWhONZR2k,4
28,Snooze,SZA,SOS,2022-12-09,201800,True,88,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,audio_features,4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,4
29,Nonsense,Sabrina Carpenter,emails i can't send,2022-07-15,163648,False,88,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,audio_features,6dgUya35uo964z7GZXM07g,spotify:track:6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,4
30,As It Was,Harry Styles,Harry's House,2022-05-20,167303,False,92,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4Dvkj6JhhA12EX05fT7y2e,spotify:track:4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e,4
31,Miles On It,Marshmello,Miles On It,2024-05-03,168355,False,85,0.634,0.761,5,-4.752,1,0.0472,0.00537,0.0,0.549,0.785,129.963,audio_features,4pkb8SbRGeHAvdb87v9rpf,spotify:track:4pkb8SbRGeHAvdb87v9rpf,https://api.spotify.com/v1/tracks/4pkb8SbRGeHAvdb87v9rpf,https://api.spotify.com/v1/audio-analysis/4pkb8SbRGeHAvdb87v9rpf,4
32,you look like you love me (feat. Riley Green),Ella Langley,you look like you love me (feat. Riley Green),2024-06-21,224280,False,83,0.663,0.675,11,-5.851,1,0.0321,0.353,0.0,0.21,0.455,128.942,audio_features,0y5Ex8oQ8zCH5TQxHUy1Eo,spotify:track:0y5Ex8oQ8zCH5TQxHUy1Eo,https://api.spotify.com/v1/tracks/0y5Ex8oQ8zCH5TQxHUy1Eo,https://api.spotify.com/v1/audio-analysis/0y5Ex8oQ8zCH5TQxHUy1Eo,4
33,Belong Together,Mark Ambor,Belong Together,2024-02-16,148317,False,91,0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.969,audio_features,5uQ7de4EWjb3rkcFxyEOpu,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,4
34,misses,Dominic Fike,14 minutes,2024-05-03,74378,False,85,0.578,0.509,2,-6.229,1,0.0279,0.13,0.734,0.344,0.586,119.945,audio_features,6WTFHKrnZpwEBLRS10Ylqs,spotify:track:6WTFHKrnZpwEBLRS10Ylqs,https://api.spotify.com/v1/tracks/6WTFHKrnZpwEBLRS10Ylqs,https://api.spotify.com/v1/audio-analysis/6WTFHKrnZpwEBLRS10Ylqs,4
35,Beautiful Things,Benson Boone,Beautiful Things,2024-01-18,180304,False,91,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,audio_features,6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,3
36,Femininomenon,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,219710,True,83,0.609,0.758,0,-4.885,0,0.0525,0.139,5.38e-06,0.11,0.236,124.949,audio_features,53IRnAWx13PYmoVYtemUBS,spotify:track:53IRnAWx13PYmoVYtemUBS,https://api.spotify.com/v1/tracks/53IRnAWx13PYmoVYtemUBS,https://api.spotify.com/v1/audio-analysis/53IRnAWx13PYmoVYtemUBS,4
37,I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,218004,True,87,0.701,0.751,0,-8.39,1,0.0502,0.123,0.0,0.15,0.22,129.994,audio_features,4q5YezDOIPcoLr8R81x9qy,spotify:track:4q5YezDOIPcoLr8R81x9qy,https://api.spotify.com/v1/tracks/4q5YezDOIPcoLr8R81x9qy,https://api.spotify.com/v1/audio-analysis/4q5YezDOIPcoLr8R81x9qy,4
38,Heartless (feat. Morgan Wallen),Diplo,Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil,2020-05-29,169226,True,82,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,audio_features,3FU6urUVsgXa6RBuV2PdRk,spotify:track:3FU6urUVsgXa6RBuV2PdRk,https://api.spotify.com/v1/tracks/3FU6urUVsgXa6RBuV2PdRk,https://api.spotify.com/v1/audio-analysis/3FU6urUVsgXa6RBuV2PdRk,4
39,High Road (feat. Jessie Murph),Koe Wetzel,High Road (feat. Jessie Murph),2024-06-07,179413,True,82,0.614,0.743,6,-5.046,1,0.0313,0.0839,0.0,0.107,0.623,138.077,audio_features,73KAidtqbDftZjy8AD0H04,spotify:track:73KAidtqbDftZjy8AD0H04,https://api.spotify.com/v1/tracks/73KAidtqbDftZjy8AD0H04,https://api.spotify.com/v1/audio-analysis/73KAidtqbDftZjy8AD0H04,4
40,My Kink Is Karma,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,222578,False,83,0.555,0.599,2,-5.695,1,0.052,0.00925,0.0,0.102,0.415,86.727,audio_features,32fSZSbxeVoiZShMQKLc6Z,spotify:track:32fSZSbxeVoiZShMQKLc6Z,https://api.spotify.com/v1/tracks/32fSZSbxeVoiZShMQKLc6Z,https://api.spotify.com/v1/audio-analysis/32fSZSbxeVoiZShMQKLc6Z,4
41,Shut up My Moms Calling,Hotel Ugly,Shut up My Moms Calling,2020-02-10,164571,False,87,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,audio_features,3hxIUxnT27p5WcmjGUXNwx,spotify:track:3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/tracks/3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/audio-analysis/3hxIUxnT27p5WcmjGUXNwx,4
42,Who,Jimin,MUSE,2024-07-19,170887,False,92,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,audio_features,7tI8dRuH2Yc6RuoTjxo4dU,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU,https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU,4
43,L’AMOUR DE MA VIE,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,333986,False,87,0.467,0.392,9,-9.355,1,0.0908,0.2,0.0174,0.106,0.313,145.104,audio_features,6fPan2saHdFaIHuTSatORv,spotify:track:6fPan2saHdFaIHuTSatORv,https://api.spotify.com/v1/tracks/6fPan2saHdFaIHuTSatORv,https://api.spotify.com/v1/audio-analysis/6fPan2saHdFaIHuTSatORv,4
44,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,244684,False,91,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,audio_features,7CyPwkp0oE8Ro9Dd5CUDjW,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,4
45,Ric Flair Drip (with Metro Boomin),Offset,Without Warning,2017-10-30,172800,True,85,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,audio_features,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,4
46,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,228639,False,89,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,audio_features,51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,4
47,greedy,Tate McRae,greedy,2023-09-15,131872,True,89,0.749,0.729,6,-3.19,0,0.0321,0.261,0.0,0.113,0.816,111.004,audio_features,3rUGC1vUpkDG9CZFHMur1t,spotify:track:3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,1
48,Apple,Charli xcx,BRAT,2024-06-07,151739,False,84,0.804,0.957,0,-5.452,1,0.034,0.125,0.0174,0.114,0.962,126.035,audio_features,19RybK6XDbAVpcdxSbZL1o,spotify:track:19RybK6XDbAVpcdxSbZL1o,https://api.spotify.com/v1/tracks/19RybK6XDbAVpcdxSbZL1o,https://api.spotify.com/v1/audio-analysis/19RybK6XDbAVpcdxSbZL1o,4
49,BLUE,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,343120,False,88,0.349,0.337,7,-10.671,1,0.0407,0.29,0.172,0.139,0.0365,142.01,audio_features,2prqm9sPLj10B4Wg0wE5x9,spotify:track:2prqm9sPLj10B4Wg0wE5x9,https://api.spotify.com/v1/tracks/2prqm9sPLj10B4Wg0wE5x9,https://api.spotify.com/v1/audio-analysis/2prqm9sPLj10B4Wg0wE5x9,4
50,Guy For That (Feat. Luke Combs),Post Malone,Guy For That,2024-07-26,164011,False,80,0.608,0.914,8,-4.116,1,0.0721,0.00545,0.0,0.137,0.511,120.01,audio_features,5crxqqibcvoOQQgg4HjAFQ,spotify:track:5crxqqibcvoOQQgg4HjAFQ,https://api.spotify.com/v1/tracks/5crxqqibcvoOQQgg4HjAFQ,https://api.spotify.com/v1/audio-analysis/5crxqqibcvoOQQgg4HjAFQ,4
51,Riptide,Vance Joy,Dream Your Life Away (Special Edition),2014-09-08,204280,False,81,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,3JvrhDOgAt6p7K8mDyZwRd,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,4
52,Lovin On Me,Jack Harlow,Lovin On Me,2023-11-10,138411,True,85,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,audio_features,4xhsWYTOGcal8zt0J161CU,spotify:track:4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,4
53,Smeraldo Garden Marching Band (feat. Loco),Jimin,Smeraldo Garden Marching Band (feat. Loco),2024-06-28,182840,False,90,0.79,0.915,4,-2.251,1,0.146,0.0366,0.0,0.0785,0.726,97.47,audio_features,1kPhV0KQui1phEpjnWIqUN,spotify:track:1kPhV0KQui1phEpjnWIqUN,https://api.spotify.com/v1/tracks/1kPhV0KQui1phEpjnWIqUN,https://api.spotify.com/v1/audio-analysis/1kPhV0KQui1phEpjnWIqUN,4
54,Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),1985-02-25,251488,False,87,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,4
55,Romantic Homicide,d4vd,Romantic Homicide,2022-07-20,132630,False,86,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,audio_features,1xK59OXxi2TAAAbmZK0kBL,spotify:track:1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,4
56,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,2009-01-01,202066,False,78,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,audio_features,5Q0Nhxo0l2bP3pNjpGJwV1,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1,4
57,Take Me to Church,Hozier,Hozier (Expanded Edition),2014-09-19,241693,False,80,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,audio_features,1CS7Sd1u5tWkstBhpssyjP,spotify:track:1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP,4
58,Porch Light,Josh Meloy,Porch Light,2022-11-18,184949,True,80,0.647,0.477,6,-8.264,1,0.0356,0.0585,0.0,0.159,0.477,142.034,audio_features,43SoxERu5UlXAgt4Es1VQU,spotify:track:43SoxERu5UlXAgt4Es1VQU,https://api.spotify.com/v1/tracks/43SoxERu5UlXAgt4Es1VQU,https://api.spotify.com/v1/audio-analysis/43SoxERu5UlXAgt4Es1VQU,4
59,Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,2008-05-26,242373,False,88,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,audio_features,1mea3bSkSGXuIRvnydlB5b,spotify:track:1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,4
60,Unwritten,Natasha Bedingfield,Unwritten,2004-08-30,259333,False,88,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,3U5JVgI2x4rDyHGObzJfNf,spotify:track:3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,4
61,We Ride,Bryan Martin,Poets & Old Souls,2023-03-31,188482,True,80,0.62,0.706,3,-4.176,1,0.0251,0.0755,7.78e-06,0.185,0.591,81.989,audio_features,72kGuWpRiuA149Bn5lDkIO,spotify:track:72kGuWpRiuA149Bn5lDkIO,https://api.spotify.com/v1/tracks/72kGuWpRiuA149Bn5lDkIO,https://api.spotify.com/v1/audio-analysis/72kGuWpRiuA149Bn5lDkIO,4
62,Wild Ones (feat. Jelly Roll),Jessie Murph,Wild Ones (feat. Jelly Roll),2023-10-06,141367,True,80,0.662,0.55,0,-5.816,1,0.0366,0.00354,8.95e-06,0.406,0.308,136.184,audio_features,2kE2HFBFkJ0VMw3igxYohz,spotify:track:2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/tracks/2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/audio-analysis/2kE2HFBFkJ0VMw3igxYohz,4
63,Heat Waves,Glass Animals,Dreamland,2020-08-07,238805,False,87,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,4
64,Parking Lot,Mustard,Parking Lot,2024-06-21,172794,True,83,0.724,0.555,3,-7.2,1,0.0507,0.17,2.61e-05,0.322,0.408,100.047,audio_features,4IFd7EVCyJsUHesBMXI8ju,spotify:track:4IFd7EVCyJsUHesBMXI8ju,https://api.spotify.com/v1/tracks/4IFd7EVCyJsUHesBMXI8ju,https://api.spotify.com/v1/audio-analysis/4IFd7EVCyJsUHesBMXI8ju,4
65,Where It Ends,Bailey Zimmerman,Religiously. The Album.,2023-01-11,179294,False,80,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,audio_features,0wXThIDxO3YRJCpPgnmbkw,spotify:track:0wXThIDxO3YRJCpPgnmbkw,https://api.spotify.com/v1/tracks/0wXThIDxO3YRJCpPgnmbkw,https://api.spotify.com/v1/audio-analysis/0wXThIDxO3YRJCpPgnmbkw,4
66,The Middle,Jimmy Eat World,Bleed American,2001-07-17,165853,False,82,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,audio_features,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,4
67,Kill Bill,SZA,SOS,2022-12-08,153946,False,87,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,4
68,Flowers,Miley Cyrus,Endless Summer Vacation,2023-08-18,200600,False,89,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048,audio_features,7DSAEUvxU8FajXtRloy8M0,spotify:track:7DSAEUvxU8FajXtRloy8M0,https://api.spotify.com/v1/tracks/7DSAEUvxU8FajXtRloy8M0,https://api.spotify.com/v1/audio-analysis/7DSAEUvxU8FajXtRloy8M0,4
69,the boy is mine,Ariana Grande,eternal sunshine,2024-03-08,173639,True,86,0.795,0.63,7,-5.854,0,0.0434,0.157,0.0,0.0732,0.447,97.998,audio_features,0Lmbke3KNVFXtoH2mMSHCw,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,https://api.spotify.com/v1/tracks/0Lmbke3KNVFXtoH2mMSHCw,https://api.spotify.com/v1/audio-analysis/0Lmbke3KNVFXtoH2mMSHCw,4
70,THE GREATEST,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,293840,False,85,0.407,0.192,7,-10.99,1,0.0368,0.637,3.33e-06,0.21,0.159,128.173,audio_features,6TGd66r0nlPaYm3KIoI7ET,spotify:track:6TGd66r0nlPaYm3KIoI7ET,https://api.spotify.com/v1/tracks/6TGd66r0nlPaYm3KIoI7ET,https://api.spotify.com/v1/audio-analysis/6TGd66r0nlPaYm3KIoI7ET,4
71,Yeah! (feat. Lil Jon & Ludacris),USHER,Confessions (Expanded Edition),2004-03-23,250373,False,85,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,audio_features,5rb9QrpfcKFHM1EUbSIurX,spotify:track:5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX,4
72,Iris,The Goo Goo Dolls,Dizzy up the Girl,1998-09-11,289533,False,87,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,3
73,Super Graphic Ultra Modern Girl,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,183888,False,81,0.646,0.905,1,-4.526,1,0.0695,0.0321,7.93e-06,0.23,0.787,125.891,audio_features,1rNSCrsOoWyhKH4g47mehU,spotify:track:1rNSCrsOoWyhKH4g47mehU,https://api.spotify.com/v1/tracks/1rNSCrsOoWyhKH4g47mehU,https://api.spotify.com/v1/audio-analysis/1rNSCrsOoWyhKH4g47mehU,4
74,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,290616,False,87,0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434,audio_features,0yc6Gst2xkRu0eMLeRMGCX,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/tracks/0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/audio-analysis/0yc6Gst2xkRu0eMLeRMGCX,4
75,After Midnight,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,204857,False,80,0.708,0.891,0,-3.826,1,0.0777,0.0248,0.0,0.0578,0.84,110.058,audio_features,4rlQza35DE4Prh5yonxnCs,spotify:track:4rlQza35DE4Prh5yonxnCs,https://api.spotify.com/v1/tracks/4rlQza35DE4Prh5yonxnCs,https://api.spotify.com/v1/audio-analysis/4rlQza35DE4Prh5yonxnCs,4
76,The Color Violet,Tory Lanez,Alone At Prom,2021-12-10,226466,False,84,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0,0.0863,0.463,105.02,audio_features,3azJifCSqg9fRij2yKIbWz,spotify:track:3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/tracks/3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/audio-analysis/3azJifCSqg9fRij2yKIbWz,4
77,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,2014-12-02,199080,False,86,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,audio_features,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,4
